34	3	系统程序很繁，用着很不适应
35	2	电脑实在太卡，一分钱一分货
36	2	机箱声音很大，不断有吱吱吱吱的声音
37	2	垃圾中的垃圾，速度很慢，鼠标垫都没有
38	2	有点失望，cf高画质都带不动 卡的一批
39	2	无法启动，垃圾
40	2	太慢了，4G内存
41	3	买完当天就降价，分开3次买都是这样，真的是呵呵了
42	2	非常一般，开机半天，进入也有点卡，可能是我想的太好了
43	3	电脑发货速度很快，但送过来的机器系统没装也没分区，office软件也没有装联系客服说还要自己去购买激活码，太不方便了。
44	3	用过来评价，200光纤的网速网页卡的不行，虽然不懂组件配件还是觉得坑 唉
45	2	键盘质量太差，刚买回来空格键就坏掉了，按下去弹不起来。
46	2	新机、开机使用、一直有噪音、打电话给售后、售后服务态度差、卖电脑时的宣传语、4年免费上门维修、这句话咋就成了骗人的呢！上当了，受骗了
47	2	虽说三千块的电脑真的不贵，但这电脑是真的卡，用了两个星期后你会发现打开个视频软件都等个半天，果然办公电脑只能办公
48	2	电脑用了几天，太卡了！打开个网页，再打开其他软件就很慢了！！
49	2	网购都是在京东。总体而言体验挺好。但这个电脑实在很差劲。不知道为什么一台新电脑会这么慢的要死！！！差评！！！
50	2	屏幕中间有颗亮点，红色的，很明显，联系售后说是正常的，三颗以内都不给换货。应该是产品有质量问题才拿来做活动的，便宜无好货呀。
51	3	收到电脑，新的电脑电源线是旧的，线是有接过的，还用橡胶包过的，客服不理人，申请售后还要自己先给钱，什么事
52	3	这个主机送的显示器巨差！售后也烂的鸡叫！ 赠品不是丢垃圾得地方!! 换第一次！屏幕是歪的，第二次中间漏!最后一次还是漏光！有必要吗？这么垃圾！建议返厂不要出来坑顾客赠
53	3	产品和物流都可以，没啥说的，就是你们发票什么意思，发票一直没信息，咋滴丢啦，什么破玩应，这么大的系统，连个喘气的都没有，我需要解释
54	2	主机是很小巧，占地面积小，用了三天电脑速度一般，有卡机需要重启。主要是售后服务不行，长见识了。客服热线是不专业的客服解答的，让我加了qq然后发消息再也没有回复了
55	2	运行速度很慢。完全没有感觉像新电脑，没有使用的流畅感。开机比较久这个不说，有时候点击要很久才反映，我的电脑还没怎么装软件。都有点怀疑是不是新品了。
56	3	第一次开机用了将近十分钟，重启几次之后每次开机依然需要1分钟以上，且什么程序都不开的情况下内存已经占了七八成。无奈最后自己加了一个4g内存，卸载了自带的mcafee杀毒软件才基本正常。所以给后面的购买者一个提示：一定要买8g版本的！这个系统太吃内存了！
57	2	一接能电源，电源开关会亮一下，不能按电源键开机，要等灯灭了之后再能按电源键开机，有时机箱会有噪声，用手拍一下就没了。差评！！！
58	2	退货了，没法进行硬盘拓展，确实有两个硬盘位，但是好歹给两个硬盘托架啊，况且硬盘托架没地方买。需要扩展第二块3.5常规尺寸硬盘的朋友谨慎购买。第二颗星是给京东退货的，机器没通电过，退货很爽快。
59	2	犹豫了好久，看了评论，对比了一番，感觉还是信任戴尔信任京东，下单买了九代I5的台式机。回来后满怀希望的组装起来，运行后发现主机有咔咔的异响，观察了一天，联系客服好多天了都没回复，今天直接连接不上了（周末原因？）。使用了几天，感觉太卡了，都比不上我老式笔记本。打开一个文档都要十几秒...无奈联系京东客服直接让申请售后，服务真心失望
60	2	机身很小巧，好看，运行速度也过得去，就是不明白，硬盘还是啥部位，开机就像烧开水一样咕噜咕噜响，当然没有开水那么夸张。我严重怀疑是硬盘有问题，就像是用了好几年要坏掉一样。怎么办？退货？急用电脑啊。太郁闷了。显示器包装箱有破洞。
61	3	简洁 轻便 整体不错 就是稍微有点卡
62	2	不好用，各种账号，不用的软件
63	2	机箱有异响 不是正常散热的声音
64	2	非常一般。
65	2	#，电脑最基本的软件都不带，怎么用，还要自己花钱激活买软件，完全就是一个坑
66	2	死机  开机卡  都是问题
67	3	有线插上线正在识别就直接显示网线被拔出，插口有问题，本来联系客服退换的，退换的好几天，着急用。对这个京东售后退换流程真的很无语，昨天才到的，退换让你带机子过来，直接换还不行，我#是能带着机子跑了还是咋的。??
68	2	办公室采购啦三台，首先没有安装可激活版的office软件，其次机箱噪音比我买了两年的旧电脑还大。
69	2	风扇声音特别大，不太好，跟刮大风似的。 我以前用清华同方，超级小声音。
70	3	用过人都知道，感觉还是比较流畅！就是送的键盘不怎么好，有时候凹下去，上不来~客人提出了问题，客服也没有及时反应
71	2	电脑竟然不带光驱，我光盘怎么播放
72	2	机身很小巧，好看，运行速度也过得去，就是不明白，硬盘还是啥部位，开机就像烧开水一样咕噜咕噜响，当然没有开水那么夸张。我严重怀疑是硬盘有问题，就像是用了好几年要坏掉一样。怎么办？退货？急用电脑啊。太郁闷了。显示器包装箱有破洞。
73	3	运行速度很卡
74	3	机箱外观：不错，小巧精致！ 性能配置：一般。 其他特色：系统系统太垃圾了，里面植入过多的联想应用。
75	3	开机速度超级慢，别的没有了，能满足DOTA足球
76	3	给爸爸买的，还不错，性价比挺高了～屏幕挺大的了，上班处理文件够用了
77	3	电脑不错，联想这个牌子还比较靠谱，就是有点瞎！不帮华为，帮外国人？呵呵呵呵呵呵呵呵。
78	3	配置太低，只是放放英语，上上网等。外观还行，紧凑。
79	3	这款电脑已经买了3次了，东西用着肯定没有510S的好，一份价钱一分货，不过这送货的速度，虽说是京东自营，但这速度真不敢保证了
80	3	刚刚买好19.5寸，安装好软件，第二天发现21.5竟然比19.5还要便宜1
81	3	给家人买的，跟我说开机慢的要死，再一次对联想失望，以后再也不图省事买品牌机了，有这个钱自己配要好多。机箱小巧，这点不错
82	3	名族品牌，外形小巧美观！做工精良！价格实惠！正版软件！装机繁琐，各种注册登录，烦人！windows 10体验一般，整体运行很慢！！只能简单办公了！
83	3	机箱挺小的，电源的功率较低，170瓦左右，应该是刚好够用，显示器边框较大，电脑开机很快，运行速度一般，感觉不够流畅。
84	3	看个网页还可以，开个WORD文档都卡的不要不要的，好得2000块。之前看别人评论说这机子还不如五年前的，我就不信，怎么说现在电脑更新速度快，技术提升大，也是4G内存的，不至于吧。贪便宜的我就买，嘿，还真的跟别人说的一样。
85	2	我2015年花了3400买了一个981G的笔记本。我2019年花了3500多买了个笔记本。
86	3	太小了办公够吗&hellip;&hellip;&hellip;&hellip;
87	2	京东的服务不错，但电脑真的不行
88	3	老是卡，也许是机子配置问题
89	3	还可以吧，不知道后期会不会有问题
90	3	帮公司买来办公用的，应该还可以吧！哈哈哈哈
91	3	一般般吧，我就是用来做点最基本的办公用，
92	3	还行吧，真的不能帮我装个软件？妈的
93	3	ADC啊
94	3	一般一般
95	3	一般般吧
96	3	能用
97	3	在安装office时，遭遇无法安装的窘况，客服水平有限，始终未能帮助解决，最终请外面的专业人士给予安装完成。
98	3	能说什么呢。。。。。
99	2	电脑已收到，快递速度很快，电脑一般化，用了一天居然死机了！比想象中的差多了！
100	2	机箱外观不错，显示器外观太老土了！运行就不说了，谁买谁后9代i3 8g 1T配置，昨天装好没发现，今天第二次开机，就瘫痪了！！一直转个不停！5分钟无法正常运行！！
101	2	散热性能：差， 性能配置：开机慢
102	3	性能配置：果然配置不行就是运行不起来
103	2	有点卡，不那么好用
104	2	感觉噪音有点大
105	3	运行速度有些慢
106	2	主机没有光驱没有想象的那么好
107	2	主机经常要开机2次才能正常启动。
108	2	运行速度不行，无线经常掉线
109	3	卡 开机慢 但售后及时给处理了
110	3	感觉质量一般化?，有点卡
111	2	下单的时候系统显示明天就到货，结果等了一个星期
112	3	显示器底座质量一般，勉强凑合
113	3	刚买了第二天就降价200,还没来得及使用
114	2	。。主机声音有点大。，显示器还可以
115	2	刚装完电脑，卡成个鬼，建议不要买。
116	3	电脑回来之后开机没声音，没看到声卡
117	2	机器反应特慢，看视频卡，不建议购买。
118	2	不喜欢这个品牌。是冲着便宜买的。。。。。。快递还耽搁了两天
119	3	整体而言，一般般吧，显示器有点小
120	3	不好用，重装了系统还，以后不买这牌子了
121	3	系统不是很喜欢，电脑一般，反应慢。
122	2	16%发票没有给我们开？
123	3	打开箱子竟然有烟灰！
124	3	慢，还不如旧机xP的。
125	3	没有ssd速度真的赶不上
126	2	机箱呼噜呼噜的，有声音，不知道是不是都这样？
127	3	刚收到货，屏幕为什么是不同色的，右边偏黄。
128	3	反应有点慢，有点卡，只是普通办公室使用
129	3	买了就涨价
130	3	开机速度慢，反应慢。
131	3	已经退货了
132	3	开机速度比较慢，在用的过程中速度也不是很快
133	2	慢
134	3	贵，一般
135	3	速度有点慢
136	2	开机速度一般
137	3	我去！居然需要自己接音源！常用软件还得自己装。
138	2	到货接通电源，空开老是跳闸，换其他电器没有问题
139	3	为什么office不能激活，按照你们提供的网址上去操作也不行，买了这还没有一个星期。
140	2	买来开箱第三天无法开机，醉了。。。退货售后态度还不错。
141	3	服务真的不好 都要自己安装 如果不怎么懂电脑真的不好搞 一个售后电话也没有
142	3	开机有点慢   新系统还在适应中   希望能用时间长点
143	3	无线信号好像很弱啊，网速有点慢，同个位置手机速度还可以
144	2	第一次的货有问题退了，现在这台鼠标左键点一下都回弹不了，唉，都不想找售后了，关键是鼠标垫都没有送一个！
145	3	机箱外观：显示器还可以。主机外观也漂亮，就是机箱太小了。 性能配置：配置一般，运行速度龟速，慢得想砸烂的感觉。温十系统更是难用的要命，机械硬盘，打死都不要买以后了。 售后服务：联想的官方电话服务还不错，就是网点的服务态度冷谈不热情，爱理不理的样子。
146	3	电脑开机放了一天，就变成这样了，里面有重要资料，京东你们还管吗？
147	3	商品没有什么问题，有问题得是速度，同时下的单，主机到了，显示到不了！！！！
148	3	操作系统出了一些问题，联想和京东都解决不了，对付着用吧。
149	2	不喜欢，乱七八糟的，到现在office也弄不上，像个安卓版的电脑！不会用！
150	3	比较神奇，我买的电脑，不是从一个库房出来的，显示器到了，主机还在路上
151	2	电脑用的有点卡，不知道什么原因，而且总是显示有很多漏洞需要修复，鼠标也不太灵敏。。
152	2	买了两台，多次开机，开机速度都在一分三十左右，不知道怎么搞的，就算是机械硬盘也不该这么差三，只有退了买带固态的吧
153	2	买了两台，多次开机，开机速度都在一分三十左右，不知道怎么搞的，就算是机械硬盘也不该这么差三，只有退了买带固态的吧
154	2	送货快，还没使用，暂时不清楚性能如何。但商品在购买后第二天降价，这让人感觉有点坑。所以。。。
155	2	刚买来，一开机就死机，接着申请退货，检测维修，折腾了十来天，终于收货了。唉，出问题就麻烦！
156	3	配置还是不错的，就是明明拍下有货，到发货的时候就没货了，延迟了半个月才发来。也没个说法，就是等。买之前说定的送货时间不能按时送到，严重影响到公司的工作。看在电脑份上给个3星吧。
157	2	用了一段时间才来，有点低于预期，看评价蛮好的，难道我买了假货？主机声音有点大，是噪声，一直有，刚开机的话声音更大
158	3	开机速度不理想，才用几天，也没下几个软件，居然要3分多钟开机，主机倒是小巧。
159	3	机箱小巧信，用起来比较方便，不过系统反应比较慢，稍微多点进程就会卡死，还是建议升级高点用起来才方便。另外价格混乱，不到10天跌了50，不开心！
160	3	外观可以，主机很小巧，但是，但是，但是，商品体验很不好，显示器的支架无法调整前后角度，是卡死的，不知道是不是返修机。已经申请售后，赶紧联系我。
161	3	电脑还行，主机很小，但是因为是办公用的，win10家庭版特别不好用! 当时是因为戴尔的秒杀价跟平常价格一样觉得是虚假广告才转买联想的。没想到京东的商家都一样，做秒杀虚抬价格，实际秒杀价就是平常的价格。早知道天下乌鸦一般黑还不如买戴尔。至少不影响办公。服务也没有想象中的好，快递小哥是在我要求下才勉强答应一人提一件东西送到我家门口。
162	2	电脑开机速度不是一般的慢，开机界面总是在转圈圈，用了几天感觉运行速度一般，都没怎么安装别的软件呢。不如我自己配的电脑速度快，感觉就跟以前老式电脑的速度一样，唯独好的一点就是品牌电脑的做工和用料没的说。这个配置、价位偏高了，不过品牌嘛，你们都懂的
163	2	颜值可以，配置不算低，但性能不行，包装拆了，系统注册用了，又不好退货，主要是运行慢、打开页面不快，系统卡顿，这些年买过多部联想电脑，没想到联想的品质退步这么明显，不明白、不理解。
164	3	挺一般的，显示效果一般，机箱运行的时候会有些噪音，有几次还莫名开不了机，找售后服务各种麻烦，最后还是自己动手修好了
165	2	开机超慢，噪音很大
166	3	显示器尺寸太小了
167	3	开机速度超级慢
168	2	机箱很小，硬件不能升级了
169	3	电脑速度太慢  不值这个价
170	2	电脑好慢，联想的电脑真的不咋滴
171	2	很不理想的一次购物
172	2	京东物流速度极慢，特别是京东物流人员的服务态度极差。
173	2	失望  加载QQ游戏都有点慢  只能说一分价钱一分货
174	3	好卡，才用多久就这样了，好后悔
175	2	开机要2分钟左右，感觉很一般，有点失望
176	3	主机太小了，
177	3	有点卡，开机慢，失望?
178	2	启动太慢
179	3	东西没问题，客服是个机器人，反复说了要增值税专用发票，还是开了个电子发票，无语！！！
180	3	开机速度慢，联想内置开机程序，开机速度慢，差评！
181	3	收货当天本人不在家，是70多岁的接的货，快递人员在老人面前表现得极不耐烦，态度特别差，给老人心里添堵了，必须差评！
182	3	之前那个是坏的，新换这个还能用，客服态度特别差，真给联想丢面！
183	2	电脑太卡了，反应太慢，等不住开机，建议还是到实体店够买吧
184	3	送货一如既往的快，上一次的货发票居然给我送错了，最后还跟我说遗失需要7-15个工作日，这点京东的售后服务的确是差了点，4月底买的东西要6岳才能拿到发票，呵呵了
185	2	根本不存在无理由退换货，好多限制条件，不能换不能退，差评！！！
186	2	第一次在京东买东西，想着联想老牌子应该不错，可是用了没两天对电脑很失望，客服态度就不想说了，一星给京东客一星给售后。
187	3	京东秒杀买的，第一天买了第二天就又降价100，第三天直接降价300，这价格我也是醉了???秒杀价为什么还会连续的降？以后还能相信秒杀吗？
188	3	好评的都是刚用第一天吧？多用几天试试，蜗牛速度啊简直了，也是醉了
189	2	买了很多台，公司使用，还有一台在维修中，不知道啥时候回来。一星给京东物流小哥，一星给京东售后，联想，再见。
190	2	这个没有固态硬盘的接口，且送的是office2016，而不是1年的office365。@后，过几天还要续费。真坑。还有，发票也没开。
191	2	电脑不建议买，刚买的新电脑太慢太卡了，又不能加装显卡，需要买的人建议自己去组装
192	3	机箱非常迷你，居然只有普通机箱一半都不到!担心散热和升级的问题!
193	2	还没开机就发现了问题，显示器和主机的线既然是相似的，哎！ 倒霉的购物！  希望联想改进吧！真的想退货了。
194	3	垃圾电脑，新机开机弄半天，还要输入密码，邮箱，手机号码什么的，麻烦半死
195	2	开机巨慢，反应迟钝，险些耽误正事，客服都是自动回复，根本没有及时跟进的售后配套服务，质量服务都不行
196	3	开机速度不是一般的慢，每次都要5分钟左右，我一个笔记本用了6年开机都是10秒开起，醉了，第一次遇见这么慢的新机
197	3	大件电器手机都是买京东自营，购物几年首次给3星，是因为你物流管理有问题，21号下单前显示的是本地仓隔日达，结果下单完愣逼了显示的是预计6天送达，经联系客服说本地仓没有显示器从陕西发货，在客服的催办下提前一天25号到货。电脑质量和送货服务都不错还是满意的，通过本次购物和前2年对比，京东管理质量有下降态势，因为第二天打电话给400以及手机app联系客服几乎集体消失，没有应答，这个就不得不令人担忧。
198	3	刚开始很卡，开机时间特别长，用了几天有所改善，也不是特别完美，感觉还不如组装机
199	3	买了几天迟迟不到货，过了好多天收到货，太垃圾了，箱子外包装破损，机子上面全部都是黑糊糊的东西，机箱全是黑色的东西，好恶心&hellip;&hellip;当时拒收，快递还不收，说联系客服去，这是什么服务，好歹也是几千块买的，联系售后不管，说自己退货就好了，收到货在退钱，如果路中间有损坏还要承担，这种货随还敢买，真心最伤心的一次购物，没碰到货这种客服的
200	2	双Ⅱ前二天买的开机最快23秒最慢25秒，应用程序打开速度和旧机差不多但八月份我买的相同机型同一买家，机器就很好，开机13秒应用程序打开快。不知什么原因，要么便宜300块
201	2	一般，电脑勉强支持系统，卡的很慢，开机慢，没有流畅度，体验度差，下次没有选择的必要!
202	2	没有之前买的那台好用，尤其是win10的系统用起特不喜欢，还不能重装win7!!!联系客服就叫你找这个，找那个的，将就用吧！
203	3	运气这么的不好，好不容易鼓起勇气在京东买一套电脑，结果装机第二天居然黑屏，而且黑了两三次，无奈之下只能申请换机，购买体验不好，现在换了新机，反正能用，只想说提高一下品质吧。
204	2	说实话，买这个产品真不开心，屏幕有坏点，售后处理选择的是更换显示器，结果卖家收到货直接退款1100做处理，根本没有联系我们买家，我觉得这种行为严重不尊重买家。差评
205	3	机器不错。但联想的数据迁移服务太垃圾，花了钱后，定好的时间人不来，联系催促后也不来。也没有任何电话，让人白等了一整天。
206	2	性能我就不说了，不能加固态，主板就是笔记本的主板，激活两台用了简直卡到爆炸，另外两台没激活的，我给退了。。
207	2	4月买的电脑，用了不到两个月，运行非常不稳定，期间突然黑屏大概6次，黑屏以后开机开不了，找客服又让我去~的售后，没能解决问题
208	3	机子没有想象中那么好，处理的反应有点卡顿。很不舒服。关键坏了。东西送过去好几天无人联系我。哎。朋友说京东好。我感觉我这个就很烂。更无服务体验！
209	2	电脑卡顿厉害，自带了个win10的系统，死慢死慢的，比我原来用了十年的电脑还慢，没售后的直接对接，各种机器人，有必要这么节省成本吗
210	3	性价比一般，相对于组装机来说性价比真不怎么样！！还各种问题，电脑装软件费劲，下载了很多东西，又是修复一通之后才能用，而一些专业的软件根本没法用！！！
211	2	速度好慢，还没我十年前买的电脑快。用的不顺心，虽然买了新电脑，还不如用旧的。差评
212	2	刚买来，一开机就蓝屏死机，接着申请退货，接着等待检测，接着等待维修，折腾了十多天，终于收到维修品了。唉，这次购物伤透了心！
213	2	联想自带的软件很不实用，能卸载就都卸载吧，特别是那个联想电脑管家，严重拖慢电脑反应速度，阻碍正常软件安装。还有就是在箱子里多出来一个卡板一样的配件，发图询问联想客服人员，回复是&ldquo;没什么用&rdquo;，这就是神一般的客服吗？
214	3	一般呢吧，开机会很慢，还有就是会很卡，每次开机后第一件事就是先加速，清理垃圾，要不打开网页都会加载一会，不知道是不是正品，反正不太好用，新电脑应该会很快的啊 还不如我用了5年的那个呢，最起码开机速度很快。以后买大件可不在这网上买了 。找不到解决的，也没办法退了。
215	2	不知道怎么评价，一般般，因为开机，经常有几个图标未显示，很纠结，联想电脑出现这种问题，不要回复叫我问技术人员，我不懂，我们买家是要解决问题，不是踢足球，看图吧！
216	3	速度快，第二天收到货，可惜开不了机，风扇转，开不了机，客服叫去联想售后服务，打了个滴滴去，最后又说，总之想退换货，嫌麻烦，就自己打开机箱重新插过内存条，对联想售后有些失望，明明就是运输内存松导致开不了机，找各种理由，anyway. 我急用电脑，退换要7个工作日，希望以后稳定点，少出问题，本来买联想就冲着牌子口碑和售后，总之有些失望
217	3	显示器差评，右下角信号指示灯竟然配了个Led，亮瞎眼！设计师脑洞大开！严重干扰视线，不得已贴了标签盖住。主机小巧，很漂亮！
218	3	收货开箱后主机箱很小，有点意外，21.5吋的显示屏貌似16：9的宽屏，也不算大，边框做工不够精细，没有配HDMI线和DVI线，有点失望，可能总体3100左右的价格所致吧。首次开机，系统启动自检很耗时，且Windows10要进行一系列注册登记。
219	3	主机的外观很小，很精致，运行的时候声音特别大，开机速度很慢的，网上的各种专业评论不知道是怎么来的，反正我的总体感觉不好，鼠标和键盘就手感很差，用一天很累，需要换新的
220	3	1、第一次开机进行系统设置很慢，最起码都要半个小时以上，这台起码开机设置了一个小时 2、电脑速度没配置的速度快，按这配置应该是挺快的才对 3、电脑管家不好用，随便插个U盘进去，扫描了半个小时都还在扫描，而且U盘里面还没什么文件 4、卸载杀毒软件非常慢，这台卸载杀毒软件起码卸载了半个小时才完成
221	2	可以自己看，才用几天就这样，折腾死了，找售后后又是找工程师，一直没解决，最后还是自己发现鼠标的问题，真是吐血，最关键是才入手几天，就让我去维修，我修个鬼，进垃圾桶
222	3	总体还可以，就是开机速度太慢，不喜欢
223	3	还行
224	2	还好
225	3	还行有点小贵
226	3	还可以
227	3	不错
228	2	还好
229	3	一般
230	3	一般吧，京东物流确实#，但是电脑本身感觉运行速度不是很流畅。
231	3	还可以
232	3	这个是二手吗，怎么反应应么慢，首次输入帐户还这么慢，我怎么感觉被坑了！
233	2	第一次买联想台式机，赶上了，第一天开机电脑就出现找出现不到系统启动不了的现象，重启后好了。买了一个月出现五六次，今天直接趴窝了。找京东售后说要15-20工作日的周期，建议找联想售后快一些。明天找联想，自己要扛上主机去&hellip;&hellip;&hellip;&hellip;。
234	2	没想象的那么好，预装系统开这个，装那个，cpu100%，明知道运行不了，不够良心！鼓捣半天关闭了些东西才好了！否则速度还不如我的古董机呢！
235	2	电脑好慢，联想的电脑真的不咋滴
236	3	机箱小巧信，用起来比较方便，不过系统反应比较慢，稍微多点进程就会卡死，还是建议升级高点用起来才方便。另外价格混乱，不到10天跌了50，不开心！
237	3	买了就涨价
238	3	好卡，才用多久就这样了，好后悔
239	3	操作系统出了一些问题，联想和京东都解决不了，对付着用吧。
240	3	运行速度：有一点卡顿 轻薄程度：很好看 在后边我会追评的
241	3	运行速度：反应有点慢 外形外观：外观可以的 其他特色：没有网口，啊啊~
242	3	好用流畅，缺点是接口实在是太少啦！
243	3	运行速度：还可以 屏幕效果：还可以 散热性能：还可以 外形外观：好 轻薄程度：好 其他特色：断网!
244	3	轻薄程度：很轻很薄 外形外观：灰色偏黑，感觉不错 散热性能：双风扇可以哦
245	3	运行速度：一般 屏幕效果：一般 散热性能：待观察 外形外观：不错 轻薄程度：不错 其他特色：有卡顿
246	3	送货速度很快。（但配送员没有及时通知收货人，拖延了时间收货时间）
247	3	运行速度：挺快的 散热性能：还可以 外形外观：颜值高，都不舍得贴膜了
248	3	不错 挺好的 感觉还可以不错不错~！！！！！
249	3	不错 不错 满意 很不错的购物体验 ~！！！！！！！
250	3	挺好用的
251	3	服务态度可以。
252	3	物有所值
253	3	运行速度：还行吧 屏幕效果：可以 散热性能：一般 外形外观：挺好看的 轻薄程度：一般 其他特色：目前没发现
254	3	物流很快，但是购买前说好的配置未升级好，版本太低了。希望能跟进
255	3	运行速度：挺快的 屏幕效果：还不错 散热性能：还好吧 其他特色：买了不到一个月，黑屏了，打不开
256	3	运行速度：不咋地 屏幕效果：很棒 散热性能：不太好 外形外观：好看 轻薄程度：很轻薄 其他特色：隐私保护很棒
257	3	运行速度：新电脑死过一次机，不爽，其他都很满意。使用一段时间，以观后效 轻薄程度：薄
258	3	运行速度：一版，没有i 5快， 屏幕效果：还好 散热性能：可以 外形外观：漂亮 轻薄程度：ok 其他特色：内存显小呀
259	3	使用中，感觉速度还可以，不知道后面用起咋样。
260	3	运行速度：卡 屏幕效果：差 散热性能：好 外形外观：好 轻薄程度：好 其他特色：性价比不错吧 售后服务不咋滴，总不能正确解决我的问题
261	3	没怎么用，看着掉电好快，颜值还可以
262	3	包装有点捡漏，送来我都担心会被摔坏了，快递小哥下雨送来表示辛苦，宝贝还不错
263	3	运行速度：挺快 屏幕效果：可以 散热性能：差不多 外形外观：好看！ 轻薄程度：一般 其他特色：买裸机就好了！鼠标远程服务什么的到现在都没有到货！
264	3	运行速度：还挺快的 屏幕效果：还行，不是那么高清 轻薄程度：挺薄轻巧 散热性能：挺好的，风扇也没有那么响
265	3	还行，屏幕一一一般。
266	3	屏幕效果：不错 散热性能：差不多 外形外观：不错 轻薄程度：不错 其他特色：反应能力很慢，基本上点了得等很长时间，还不起作用，希望大家谨慎购买。 运行速度：慢
267	3	除了配置的时候散热声音大，其他目前用的还好的
268	3	运行速度：我感觉不是太好 散热性能：动不动就响，吵得很 轻薄程度：还可以，也不算轻 外形外观：好看 屏幕效果：不错
269	3	运行速度：还可以吧 屏幕效果：还Ok 散热性能：用了一小时发热挺明显的 外形外观：满意 轻薄程度：满意 其他特色：听的见风声，但影响不大
270	3	充电器发烫。灰色很丑，运行还行，包装很简陋
271	3	运行速度：一般 外形外观：不错 轻薄程度：轻便 屏幕效果：还行 散热性能：有声音，能接受 其他特色：空格键不灵敏，时有时无，望改进！
272	3	不知道为什么，视频或者网页有时候一直加载不出来， 屏幕效果：看虎牙直播是偶尔会绿屏  轻薄程度：很好 外形外观：还可以 散热性能：不打游戏不怎么发热 运行速度：还行吧
273	3	屏幕效果：还行 运行速度：马马虎虎 散热性能：散热估计不太行 外形外观：还不错 轻薄程度：出差可以用方便
274	3	箱子全部破损。注意，全部。像是被踩过。 机器还行。
275	3	外形外观：边框对不齐，做工有问题 其他还行吧，日常使用有轻微卡顿，屏幕不错
276	3	东西不错，外观很漂亮，但感觉用的时候不是特别的流畅
277	3	散热性能：可以，不烫手 轻薄程度：轻盈方便，单手拿无压力 运行速度：还行 其他特色：有时会自动断网，不过发生比较少。网速比不过同在一个网络的舍友，蓝牙驱动有时会莫名消失，重启下就又有了 屏幕效果：可以
278	3	运行速度：还行 屏幕效果：任务栏不见了，用了很多方法没有用 散热性能：风扇声音比较大 外形外观：比较好 轻薄程度：可以 其他特色：客服态度差，好久才回复
279	3	颜值不错，但是打开软件的时候，有卡顿和延迟
280	3	运行速度：有点慢，有延迟度 轻薄程度：很轻，也薄，方便鞋带，一本书的发展 散热性能：不是很好，一会就有点热 外形外观：很好看的 其他特色：电池电量用的超级快了，电量是真的不行
281	3	其他方面都挺好的，就是玩游戏不行啊，卡的要死
